[2025-04-23 21:53:19] Node 109: [BOOT] Node 109 initialized.
[2025-04-23 21:53:19] Node 109: [SEND] To topic `cluster-broadcast`: {'type': 'hello', 'id': 109}
[2025-04-23 21:54:22] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:22] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:22] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:23] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:23] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:54:23] Node 109: New node : 100
[2025-04-23 21:54:23] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:23] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:54:23] Node 109: New node : 101
[2025-04-23 21:54:23] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:23] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:23] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 103}
[2025-04-23 21:54:24] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:54:24] Node 109: New node : 102
[2025-04-23 21:54:24] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:24] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:24] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:54:24] Node 109: New node : 103
[2025-04-23 21:54:24] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:24] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:54:24] Node 109: New node : 104
[2025-04-23 21:54:24] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:24] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:25] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:54:25] Node 109: New node : 105
[2025-04-23 21:54:25] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:25] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:54:25] Node 109: New node : 106
[2025-04-23 21:54:25] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:25] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:25] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:25] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:54:25] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:54:26] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:26] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 103}
[2025-04-23 21:54:26] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:54:26] Node 109: New node : 100
[2025-04-23 21:54:26] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:26] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:54:26] Node 109: New node : 101
[2025-04-23 21:54:26] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:26] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:54:26] Node 109: New node : 102
[2025-04-23 21:54:27] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:27] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:54:27] Node 109: New node : 103
[2025-04-23 21:54:27] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:27] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:54:27] Node 109: New node : 104
[2025-04-23 21:54:27] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:27] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:27] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:54:28] Node 109: New node : 105
[2025-04-23 21:54:28] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 104}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:54:28] Node 109: New node : 106
[2025-04-23 21:54:28] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 104}
[2025-04-23 21:54:28] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:29] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 104}
[2025-04-23 21:54:29] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:29] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:29] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:54:29] Node 109: New node : 100
[2025-04-23 21:54:29] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:29] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:54:29] Node 109: New node : 101
[2025-04-23 21:54:29] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:29] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:54:29] Node 109: New node : 102
[2025-04-23 21:54:29] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:30] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:54:30] Node 109: New node : 103
[2025-04-23 21:54:30] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:30] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:30] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:30] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:54:30] Node 109: New node : 104
[2025-04-23 21:54:30] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:31] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:54:31] Node 109: New node : 105
[2025-04-23 21:54:31] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:31] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-23 21:54:31] Node 109: New node : 106
[2025-04-23 21:54:31] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:31] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:32] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:32] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:32] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 106}
[2025-04-23 21:54:33] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 105}
[2025-04-23 21:54:33] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 100}
[2025-04-23 21:54:33] Node 109: New node : 100
[2025-04-23 21:54:34] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:34] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 101}
[2025-04-23 21:54:34] Node 109: New node : 101
[2025-04-23 21:54:34] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:34] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 102}
[2025-04-23 21:54:34] Node 109: New node : 102
[2025-04-23 21:54:34] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:34] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 103}
[2025-04-23 21:54:35] Node 109: New node : 103
[2025-04-23 21:54:35] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:35] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 104}
[2025-04-23 21:54:35] Node 109: New node : 104
[2025-04-23 21:54:35] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:35] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'heartbeat', 'from': 105}
[2025-04-23 21:54:36] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 105}
[2025-04-23 21:54:36] Node 109: New node : 105
[2025-04-23 21:54:36] Node 109: New node added: {100, 101, 102, 103, 104, 105, 106}
[2025-04-23 21:54:36] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'coordinator', 'id': 106}
[2025-04-23 21:54:36] Node 109: [RECEIVE] From topic `cluster-broadcast`: {'type': 'hello', 'from': 106}
[2025-04-24 21:18:17] Node 109: [BOOT] Node 109 initialized.
[2025-04-24 21:18:18] Node 109: Initiating Bully election...
[2025-04-24 21:18:18] Node 109: I am the new leader (Coordinator).
[2025-04-24 21:18:18] Node 109: ################ Started Role Assignning ##################
[2025-04-24 21:18:20] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:20] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:21] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:21] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:21] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:21] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:21] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 103
[2025-04-24 21:18:21] Node 109: New leader recognized: Node 104
[2025-04-24 21:18:22] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:22] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:22] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:22] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:22] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:22] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:23] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:23] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:23] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:23] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:23] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:23] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:23] Node 109: New leader recognized: Node 104
[2025-04-24 21:18:23] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:23] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:23] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 104
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:24] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:24] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:24] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:25] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:25] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:25] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:25] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:25] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:25] Node 109: New leader recognized: Node 100
[2025-04-24 21:18:25] Node 109: New leader recognized: Node 101
[2025-04-24 21:18:26] Node 109: New leader recognized: Node 102
[2025-04-24 21:18:26] Node 109: New leader recognized: Node 103
[2025-04-24 21:18:26] Node 109: New leader recognized: Node 104
[2025-04-24 21:18:26] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:26] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:26] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:26] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:27] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:28] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:28] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:28] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:28] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:28] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:29] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:29] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:29] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:29] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:30] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:30] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:30] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:30] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:30] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:31] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:32] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:33] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:33] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:33] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:33] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:33] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:34] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:34] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:34] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:34] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:34] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:34] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:35] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:36] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:36] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:36] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:36] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:36] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:37] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:37] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:37] Node 109: coordinator Leader Heartbeat Received from:  100
[2025-04-24 21:18:37] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:38] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:38] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:38] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:38] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:38] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:38] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:39] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:39] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:39] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:39] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:39] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:39] Node 109: coordinator Leader Heartbeat Received from:  101
[2025-04-24 21:18:40] Node 109: coordinator Leader Heartbeat Received from:  102
[2025-04-24 21:18:40] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:40] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:40] Node 109: coordinator Leader Heartbeat Received from:  105
[2025-04-24 21:18:40] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:41] Node 109: coordinator Leader Heartbeat Received from:  103
[2025-04-24 21:18:41] Node 109: coordinator Leader Heartbeat Received from:  104
[2025-04-24 21:18:41] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:41] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:42] Node 109: New leader recognized: Node 105
[2025-04-24 21:18:42] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:42] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:42] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:42] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:43] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:43] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:43] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:43] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:43] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:44] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:44] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:44] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:44] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:45] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:45] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:45] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:45] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:46] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:46] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:46] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:46] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:46] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:47] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:47] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:47] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:47] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:47] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:47] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:47] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:48] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:48] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:48] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:48] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:48] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:48] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:49] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:49] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:49] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:49] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:49] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:50] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:50] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:50] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:50] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:50] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:50] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:51] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:52] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:52] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:53] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:53] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:53] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:53] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:53] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:53] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:54] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:54] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:54] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:54] Node 109: New leader recognized: Node 106
[2025-04-24 21:18:54] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:54] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:54] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:55] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:56] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:56] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:56] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:56] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:56] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:57] Node 109: coordinator Leader Heartbeat Received from:  106
[2025-04-24 21:18:58] Node 109: coordinator Leader Heartbeat Received from:  106
